param,mean,sd,cv,sen,ela,cont100,quant
beta0,345.5444336595712,58.47944289926934,0.16293284826184723,0.8900412503919646,0.91,0.3390327203000599,0.16
par_0,257.1354102759044,352.3986343657611,1.3704788227636169,0.0666058743849497,0.05,0.08011616446068646,0.16
temp_0,11.991387596899225,2.2792243397205567,0.19007177620627713,19.579428809224904,0.68,0.28380308548648164,0.16
beta0,357.1998460872919,68.09180992457205,0.1910796128573718,0.9200580813782524,0.93,0.4442755755942409,0.5
par_0,257.1354102759044,352.3986343657611,1.3704788227636169,0.09216993575904675,0.07,0.1421990764986307,0.5
temp_0,11.991387596899225,2.2792243397205567,0.19007177620627713,25.0127758567966,0.85,0.38862200112443446,0.5
beta0,367.553017805079,77.666403483748,0.21780230590186583,0.9434414060957049,0.95,0.5539075466546836,0.84
par_0,257.1354102759044,352.3986343657611,1.3704788227636169,0.12506398118219852,0.09,0.24918325519285917,0.84
temp_0,11.991387596899225,2.2792243397205567,0.19007177620627713,30.78270415278206,1.06,0.5042274657574157,0.84
